CHP_ID	Medicinal_properties	Class	x_rank	y_rank
CHP02027	Lung meridian	Meridian tropism	5	8
CHP02027	Warm therapeutic	Therapeutic nature	18	6
CHP02028	Pungent medicinal	Medicinal flavor	14	4
CHP02028	Bitter medicinal	Medicinal flavor	10	13
CHP02028	Neutral therapeutic	Therapeutic nature	16	15
CHP02029	Bitter medicinal	Medicinal flavor	10	13
CHP02029	Liver meridian	Meridian tropism	12	7
CHP02029	Kidney meridian	Meridian tropism	21	10
CHP02029	Neutral therapeutic	Therapeutic nature	16	15
CHP02030	Pungent medicinal	Medicinal flavor	14	4
CHP02030	Bitter medicinal	Medicinal flavor	10	13
CHP02030	Spleen meridian	Meridian tropism	19	5
CHP02030	Lung meridian	Meridian tropism	5	8
CHP02030	Warm therapeutic	Therapeutic nature	18	6
CHP02031	Sweet medicinal	Medicinal flavor	13	19
CHP02031	Bitter medicinal	Medicinal flavor	10	13
CHP02031	Spleen meridian	Meridian tropism	19	5
CHP02031	Lung meridian	Meridian tropism	5	8
CHP02031	Neutral therapeutic	Therapeutic nature	16	15
CHP02032	Pungent medicinal	Medicinal flavor	14	4
CHP02032	Bitter medicinal	Medicinal flavor	10	13
CHP02032	Stomach meridian	Meridian tropism	8	3
CHP02032	Spleen meridian	Meridian tropism	19	5
CHP02032	Lung meridian	Meridian tropism	5	8
CHP02032	Warm therapeutic	Therapeutic nature	18	6
CHP02033	Pungent medicinal	Medicinal flavor	14	4
CHP02033	Bitter medicinal	Medicinal flavor	10	13
CHP02033	Liver meridian	Meridian tropism	12	7
CHP02033	Neutral therapeutic	Therapeutic nature	16	15
CHP02034	Bitter medicinal	Medicinal flavor	10	13
CHP02034	Cool therapeutic	Therapeutic nature	15	11
CHP02035	Sweet medicinal	Medicinal flavor	13	19
CHP02035	Sour medicinal	Medicinal flavor	20	20
CHP02035	Stomach meridian	Meridian tropism	8	3
CHP02035	Lung meridian	Meridian tropism	5	8
CHP02035	Neutral therapeutic	Therapeutic nature	16	15
CHP02036	Pungent medicinal	Medicinal flavor	14	4
CHP02036	Spleen meridian	Meridian tropism	19	5
CHP02036	Lung meridian	Meridian tropism	5	8
CHP02036	Liver meridian	Meridian tropism	12	7
CHP02036	Warm therapeutic	Therapeutic nature	18	6
CHP02037	Bitter medicinal	Medicinal flavor	10	13
CHP02037	Stomach meridian	Meridian tropism	8	3
CHP02037	Spleen meridian	Meridian tropism	19	5
CHP02037	Liver meridian	Meridian tropism	12	7
CHP02037	Cool therapeutic	Therapeutic nature	15	11
CHP02038	Pungent medicinal	Medicinal flavor	14	4
CHP02038	Bitter medicinal	Medicinal flavor	10	13
CHP02038	Cold therapeutic	Therapeutic nature	6	17
CHP02039	Bitter medicinal	Medicinal flavor	10	13
CHP02039	Large intestine meridian	Meridian tropism	2	9
CHP02039	Lung meridian	Meridian tropism	5	8
CHP02039	Heart meridian	Meridian tropism	9	21
CHP02039	Cold therapeutic	Therapeutic nature	6	17
CHP02040	Bitter medicinal	Medicinal flavor	10	13
CHP02040	Large intestine meridian	Meridian tropism	2	9
CHP02040	Lung meridian	Meridian tropism	5	8
CHP02040	Cold therapeutic	Therapeutic nature	6	17
CHP02041	Bitter medicinal	Medicinal flavor	10	13
CHP02041	Heart meridian	Meridian tropism	9	21
CHP02041	Cold therapeutic	Therapeutic nature	6	17
CHP02042	Bitter medicinal	Medicinal flavor	10	13
CHP02042	Cold therapeutic	Therapeutic nature	6	17
CHP02043	Sweet medicinal	Medicinal flavor	13	19
CHP02043	Warm therapeutic	Therapeutic nature	18	6
CHP02044	Sweet medicinal	Medicinal flavor	13	19
CHP02044	Astringent medicinal	Medicinal flavor	17	18
CHP02044	Cool therapeutic	Therapeutic nature	15	11
CHP02045	Bitter medicinal	Medicinal flavor	10	13
CHP02045	Cool therapeutic	Therapeutic nature	15	11
CHP02046	Sweet medicinal	Medicinal flavor	13	19
CHP02046	Bitter medicinal	Medicinal flavor	10	13
CHP02047	Sweet medicinal	Medicinal flavor	13	19
CHP02047	Cold therapeutic	Therapeutic nature	6	17
CHP02048	Pungent medicinal	Medicinal flavor	14	4
CHP02048	Liver meridian	Meridian tropism	12	7
CHP02048	Heart meridian	Meridian tropism	9	21
CHP02048	Neutral therapeutic	Therapeutic nature	16	15
CHP02049	Sweet medicinal	Medicinal flavor	13	19
CHP02049	Bitter medicinal	Medicinal flavor	10	13
CHP02049	Lung meridian	Meridian tropism	5	8
CHP02049	Heart meridian	Meridian tropism	9	21
CHP02049	Cold therapeutic	Therapeutic nature	6	17
CHP02050	Sweet medicinal	Medicinal flavor	13	19
CHP02050	Neutral therapeutic	Therapeutic nature	16	15
CHP02051	Pungent medicinal	Medicinal flavor	14	4
CHP02051	Bitter medicinal	Medicinal flavor	10	13
CHP02051	Cold therapeutic	Therapeutic nature	6	17
CHP02052	Pungent medicinal	Medicinal flavor	14	4
CHP02052	Bitter medicinal	Medicinal flavor	10	13
CHP02052	Cold therapeutic	Therapeutic nature	6	17
CHP02053	Pungent medicinal	Medicinal flavor	14	4
CHP02053	Spleen meridian	Meridian tropism	19	5
CHP02053	Lung meridian	Meridian tropism	5	8
CHP02053	Bladder meridian	Meridian tropism	7	12
CHP02053	Warm therapeutic	Therapeutic nature	18	6
CHP02054	Bitter medicinal	Medicinal flavor	10	13
CHP02054	Astringent medicinal	Medicinal flavor	17	18
CHP02054	Cool therapeutic	Therapeutic nature	15	11
CHP02055	Sweet medicinal	Medicinal flavor	13	19
CHP02055	Salty medicinal	Medicinal flavor	23	16
CHP02055	Bitter medicinal	Medicinal flavor	10	13
CHP02055	Large intestine meridian	Meridian tropism	2	9
CHP02055	Liver meridian	Meridian tropism	12	7
CHP02055	Cold therapeutic	Therapeutic nature	6	17
CHP02056	Sweet medicinal	Medicinal flavor	13	19
CHP02056	Salty medicinal	Medicinal flavor	23	16
CHP02056	Bitter medicinal	Medicinal flavor	10	13
CHP02056	Large intestine meridian	Meridian tropism	2	9
CHP02056	Liver meridian	Meridian tropism	12	7
CHP02056	Cold therapeutic	Therapeutic nature	6	17
CHP02057	Sweet medicinal	Medicinal flavor	13	19
CHP02057	Large intestine meridian	Meridian tropism	2	9
CHP02057	Stomach meridian	Meridian tropism	8	3
CHP02057	Liver meridian	Meridian tropism	12	7
CHP02057	Cold therapeutic	Therapeutic nature	6	17
CHP02058	Sweet medicinal	Medicinal flavor	13	19
CHP02058	Cold therapeutic	Therapeutic nature	6	17
CHP02059	Sweet medicinal	Medicinal flavor	13	19
CHP02059	Bitter medicinal	Medicinal flavor	10	13
CHP02059	Cold therapeutic	Therapeutic nature	6	17
CHP02060	Salty medicinal	Medicinal flavor	23	16
CHP02060	Pungent medicinal	Medicinal flavor	14	4
CHP02060	Bitter medicinal	Medicinal flavor	10	13
CHP02060	Lung meridian	Meridian tropism	5	8
CHP02060	Liver meridian	Meridian tropism	12	7
CHP02060	Bladder meridian	Meridian tropism	7	12
CHP02060	Cold therapeutic	Therapeutic nature	6	17
CHP02061	Sweet medicinal	Medicinal flavor	13	19
CHP02061	Astringent medicinal	Medicinal flavor	17	18
CHP02061	Cool therapeutic	Therapeutic nature	15	11
CHP02062	Bitter medicinal	Medicinal flavor	10	13
CHP02062	Astringent medicinal	Medicinal flavor	17	18
CHP02062	Neutral therapeutic	Therapeutic nature	16	15
CHP02063	Pungent medicinal	Medicinal flavor	14	4
CHP02063	Bitter medicinal	Medicinal flavor	10	13
CHP02063	Stomach meridian	Meridian tropism	8	3
CHP02063	Lung meridian	Meridian tropism	5	8
CHP02063	Liver meridian	Meridian tropism	12	7
CHP02063	Cold therapeutic	Therapeutic nature	6	17
CHP02064	Cool therapeutic	Therapeutic nature	15	11
CHP02065	Cool therapeutic	Therapeutic nature	15	11
CHP02066	Sour medicinal	Medicinal flavor	20	20
CHP02066	Bitter medicinal	Medicinal flavor	10	13
CHP02066	Large intestine meridian	Meridian tropism	2	9
CHP02066	Heart meridian	Meridian tropism	9	21
CHP02066	Neutral therapeutic	Therapeutic nature	16	15
CHP02067	Bitter medicinal	Medicinal flavor	10	13
CHP02067	Large intestine meridian	Meridian tropism	2	9
CHP02067	Liver meridian	Meridian tropism	12	7
CHP02067	Cold therapeutic	Therapeutic nature	6	17
CHP02068	Sweet medicinal	Medicinal flavor	13	19
CHP02068	Stomach meridian	Meridian tropism	8	3
CHP02068	Spleen meridian	Meridian tropism	19	5
CHP02068	Kidney meridian	Meridian tropism	21	10
CHP02068	Neutral therapeutic	Therapeutic nature	16	15
CHP02069	Bitter medicinal	Medicinal flavor	10	13
CHP02069	Astringent medicinal	Medicinal flavor	17	18
CHP02069	Large intestine meridian	Meridian tropism	2	9
CHP02069	Neutral therapeutic	Therapeutic nature	16	15
CHP02070	Bitter medicinal	Medicinal flavor	10	13
CHP02070	Cold therapeutic	Therapeutic nature	6	17
CHP02071	Pungent medicinal	Medicinal flavor	14	4
CHP02071	Bitter medicinal	Medicinal flavor	10	13
CHP02071	Warm therapeutic	Therapeutic nature	18	6
CHP02072	Pungent medicinal	Medicinal flavor	14	4
CHP02072	Neutral therapeutic	Therapeutic nature	16	15
CHP02073	Bitter medicinal	Medicinal flavor	10	13
CHP02073	Astringent medicinal	Medicinal flavor	17	18
CHP02073	Neutral therapeutic	Therapeutic nature	16	15
CHP02074	Sweet medicinal	Medicinal flavor	13	19
CHP02074	Astringent medicinal	Medicinal flavor	17	18
CHP02074	Neutral therapeutic	Therapeutic nature	16	15
CHP02075	Bitter medicinal	Medicinal flavor	10	13
CHP02075	Liver meridian	Meridian tropism	12	7
CHP02075	Kidney meridian	Meridian tropism	21	10
CHP02075	Neutral therapeutic	Therapeutic nature	16	15
CHP02076	Pungent medicinal	Medicinal flavor	14	4
CHP02076	Heart meridian	Meridian tropism	9	21
CHP02076	Neutral therapeutic	Therapeutic nature	16	15
CHP02077	Bitter medicinal	Medicinal flavor	10	13
CHP02077	Astringent medicinal	Medicinal flavor	17	18
CHP02077	Cold therapeutic	Therapeutic nature	6	17
CHP02078	Pungent medicinal	Medicinal flavor	14	4
CHP02078	Bitter medicinal	Medicinal flavor	10	13
CHP02078	Lung meridian	Meridian tropism	5	8
CHP02078	Liver meridian	Meridian tropism	12	7
CHP02078	Neutral therapeutic	Therapeutic nature	16	15
CHP02079	Sweet medicinal	Medicinal flavor	13	19
CHP02079	Pungent medicinal	Medicinal flavor	14	4
CHP02079	Liver meridian	Meridian tropism	12	7
CHP02079	Kidney meridian	Meridian tropism	21	10
CHP02079	Warm therapeutic	Therapeutic nature	18	6
CHP02080	Sweet medicinal	Medicinal flavor	13	19
CHP02080	Lung meridian	Meridian tropism	5	8
CHP02080	Stomach meridian	Meridian tropism	8	3
CHP02080	Cool therapeutic	Therapeutic nature	15	11
CHP02081	Bitter medicinal	Medicinal flavor	10	13
CHP02081	Cool therapeutic	Therapeutic nature	15	11
CHP02082	Bitter medicinal	Medicinal flavor	10	13
CHP02082	Lung meridian	Meridian tropism	5	8
CHP02082	Cool therapeutic	Therapeutic nature	15	11
CHP02083	Sweet medicinal	Medicinal flavor	13	19
CHP02083	Bitter medicinal	Medicinal flavor	10	13
CHP02083	Stomach meridian	Meridian tropism	8	3
CHP02083	Gallbladder meridian	Meridian tropism	4	14
CHP02083	Cool therapeutic	Therapeutic nature	15	11
CHP02084	Bitter medicinal	Medicinal flavor	10	13
CHP02084	Stomach meridian	Meridian tropism	8	3
CHP02084	Spleen meridian	Meridian tropism	19	5
CHP02084	Cold therapeutic	Therapeutic nature	6	17
CHP02085	Bitter medicinal	Medicinal flavor	10	13
CHP02085	Cold therapeutic	Therapeutic nature	6	17
CHP02086	Pungent medicinal	Medicinal flavor	14	4
CHP02086	Stomach meridian	Meridian tropism	8	3
CHP02086	Liver meridian	Meridian tropism	12	7
CHP02086	Neutral therapeutic	Therapeutic nature	16	15
CHP02087	Bitter medicinal	Medicinal flavor	10	13
CHP02087	Large intestine meridian	Meridian tropism	2	9
CHP02087	Stomach meridian	Meridian tropism	8	3
CHP02087	Spleen meridian	Meridian tropism	19	5
CHP02087	Heart meridian	Meridian tropism	9	21
CHP02087	Cold therapeutic	Therapeutic nature	6	17
CHP02088	Bitter medicinal	Medicinal flavor	10	13
CHP02088	Bladder meridian	Meridian tropism	7	12
CHP02088	Neutral therapeutic	Therapeutic nature	16	15
CHP02089	Sweet medicinal	Medicinal flavor	13	19
CHP02089	Liver meridian	Meridian tropism	12	7
CHP02089	Heart meridian	Meridian tropism	9	21
CHP02089	Neutral therapeutic	Therapeutic nature	16	15
CHP02090	Bitter medicinal	Medicinal flavor	10	13
CHP02090	Large intestine meridian	Meridian tropism	2	9
CHP02090	Stomach meridian	Meridian tropism	8	3
CHP02090	Liver meridian	Meridian tropism	12	7
CHP02090	Heart meridian	Meridian tropism	9	21
CHP02090	Bladder meridian	Meridian tropism	7	12
CHP02090	Cold therapeutic	Therapeutic nature	6	17
CHP02091	Bitter medicinal	Medicinal flavor	10	13
CHP02091	Large intestine meridian	Meridian tropism	2	9
CHP02091	Spleen meridian	Meridian tropism	19	5
CHP02091	Liver meridian	Meridian tropism	12	7
CHP02091	Cold therapeutic	Therapeutic nature	6	17
CHP02092	Bitter medicinal	Medicinal flavor	10	13
CHP02092	Spleen meridian	Meridian tropism	19	5
CHP02092	Liver meridian	Meridian tropism	12	7
CHP02092	Warm therapeutic	Therapeutic nature	18	6
CHP02093	Sweet medicinal	Medicinal flavor	13	19
CHP02093	Bitter medicinal	Medicinal flavor	10	13
CHP02093	Liver meridian	Meridian tropism	12	7
CHP02093	Cool therapeutic	Therapeutic nature	15	11
CHP02094	Bitter medicinal	Medicinal flavor	10	13
CHP02094	Cold therapeutic	Therapeutic nature	6	17
CHP02095	Bitter medicinal	Medicinal flavor	10	13
CHP02095	Large intestine meridian	Meridian tropism	2	9
CHP02095	Liver meridian	Meridian tropism	12	7
CHP02095	Heart meridian	Meridian tropism	9	21
CHP02095	Cold therapeutic	Therapeutic nature	6	17
CHP02096	Pungent medicinal	Medicinal flavor	14	4
CHP02096	Bitter medicinal	Medicinal flavor	10	13
CHP02096	Cold therapeutic	Therapeutic nature	6	17
CHP02097	Bitter medicinal	Medicinal flavor	10	13
CHP02097	Liver meridian	Meridian tropism	12	7
CHP02097	Heart meridian	Meridian tropism	9	21
CHP02097	Cold therapeutic	Therapeutic nature	6	17
CHP02098	Sweet medicinal	Medicinal flavor	13	19
CHP02098	Bitter medicinal	Medicinal flavor	10	13
CHP02098	Stomach meridian	Meridian tropism	8	3
CHP02098	Lung meridian	Meridian tropism	5	8
CHP02098	Liver meridian	Meridian tropism	12	7
CHP02098	Cold therapeutic	Therapeutic nature	6	17
CHP02099	Bitter medicinal	Medicinal flavor	10	13
CHP02099	Cold therapeutic	Therapeutic nature	6	17
CHP02100	Bitter medicinal	Medicinal flavor	10	13
CHP02100	Large intestine meridian	Meridian tropism	2	9
CHP02100	Stomach meridian	Meridian tropism	8	3
CHP02100	Cold therapeutic	Therapeutic nature	6	17
CHP02101	Bitter medicinal	Medicinal flavor	10	13
CHP02101	Cold therapeutic	Therapeutic nature	6	17
CHP02102	Pungent medicinal	Medicinal flavor	14	4
CHP02102	Bitter medicinal	Medicinal flavor	10	13
CHP02102	Large intestine meridian	Meridian tropism	2	9
CHP02102	Liver meridian	Meridian tropism	12	7
CHP02102	Neutral therapeutic	Therapeutic nature	16	15
CHP02103	Pungent medicinal	Medicinal flavor	14	4
CHP02103	Bitter medicinal	Medicinal flavor	10	13
CHP02103	Large intestine meridian	Meridian tropism	2	9
CHP02103	Liver meridian	Meridian tropism	12	7
CHP02103	Neutral therapeutic	Therapeutic nature	16	15
CHP02104	Bitter medicinal	Medicinal flavor	10	13
CHP02104	Spleen meridian	Meridian tropism	19	5
CHP02104	Lung meridian	Meridian tropism	5	8
CHP02104	Heart meridian	Meridian tropism	9	21
CHP02104	Cold therapeutic	Therapeutic nature	6	17
CHP02105	Bitter medicinal	Medicinal flavor	10	13
CHP02105	Large intestine meridian	Meridian tropism	2	9
CHP02105	Stomach meridian	Meridian tropism	8	3
CHP02105	Cold therapeutic	Therapeutic nature	6	17
CHP02106	Bitter medicinal	Medicinal flavor	10	13
CHP02106	Stomach meridian	Meridian tropism	8	3
CHP02106	Spleen meridian	Meridian tropism	19	5
CHP02106	Cold therapeutic	Therapeutic nature	6	17
CHP02107	Bitter medicinal	Medicinal flavor	10	13
CHP02107	Large intestine meridian	Meridian tropism	2	9
CHP02107	Stomach meridian	Meridian tropism	8	3
CHP02107	Cool therapeutic	Therapeutic nature	15	11
CHP02108	Sweet medicinal	Medicinal flavor	13	19
CHP02108	Bitter medicinal	Medicinal flavor	10	13
CHP02108	Spleen meridian	Meridian tropism	19	5
CHP02108	Kidney meridian	Meridian tropism	21	10
CHP02108	Warm therapeutic	Therapeutic nature	18	6
CHP02109	Bitter medicinal	Medicinal flavor	10	13
CHP02109	Stomach meridian	Meridian tropism	8	3
CHP02109	Lung meridian	Meridian tropism	5	8
CHP02109	Cool therapeutic	Therapeutic nature	15	11
CHP02110	Bitter medicinal	Medicinal flavor	10	13
CHP02110	Spleen meridian	Meridian tropism	19	5
CHP02110	Lung meridian	Meridian tropism	5	8
CHP02110	Kidney meridian	Meridian tropism	21	10
CHP02110	Cold therapeutic	Therapeutic nature	6	17
CHP02111	Bitter medicinal	Medicinal flavor	10	13
CHP02111	Liver meridian	Meridian tropism	12	7
CHP02111	Heart meridian	Meridian tropism	9	21
CHP02111	Cold therapeutic	Therapeutic nature	6	17
CHP02112	Bitter medicinal	Medicinal flavor	10	13
CHP02112	Lung meridian	Meridian tropism	5	8
CHP02112	Heart meridian	Meridian tropism	9	21
CHP02112	Cold therapeutic	Therapeutic nature	6	17
CHP02113	Bitter medicinal	Medicinal flavor	10	13
CHP02113	Spleen meridian	Meridian tropism	19	5
CHP02113	Lung meridian	Meridian tropism	5	8
CHP02113	Kidney meridian	Meridian tropism	21	10
CHP02113	Cold therapeutic	Therapeutic nature	6	17
CHP02114	Bitter medicinal	Medicinal flavor	10	13
CHP02114	Lung meridian	Meridian tropism	5	8
CHP02114	Liver meridian	Meridian tropism	12	7
CHP02114	Cold therapeutic	Therapeutic nature	6	17
CHP02115	Astringent medicinal	Medicinal flavor	17	18
CHP02115	Large intestine meridian	Meridian tropism	2	9
CHP02115	Lung meridian	Meridian tropism	5	8
CHP02115	Neutral therapeutic	Therapeutic nature	16	15
CHP02116	Bitter medicinal	Medicinal flavor	10	13
CHP02116	Heart meridian	Meridian tropism	9	21
CHP02116	Cold therapeutic	Therapeutic nature	6	17
CHP02117	Bitter medicinal	Medicinal flavor	10	13
CHP02117	Neutral therapeutic	Therapeutic nature	16	15
CHP02118	Bitter medicinal	Medicinal flavor	10	13
CHP02118	Cold therapeutic	Therapeutic nature	6	17
CHP02119	Bitter medicinal	Medicinal flavor	10	13
CHP02119	Stomach meridian	Meridian tropism	8	3
CHP02119	Spleen meridian	Meridian tropism	19	5
CHP02119	Liver meridian	Meridian tropism	12	7
CHP02119	Cold therapeutic	Therapeutic nature	6	17
CHP02120	Bitter medicinal	Medicinal flavor	10	13
CHP02120	Cold therapeutic	Therapeutic nature	6	17
CHP02121	Bitter medicinal	Medicinal flavor	10	13
CHP02121	Small intestine meridian	Meridian tropism	3	22
CHP02121	Liver meridian	Meridian tropism	12	7
CHP02121	Cold therapeutic	Therapeutic nature	6	17
CHP02122	Bitter medicinal	Medicinal flavor	10	13
CHP02122	Stomach meridian	Meridian tropism	8	3
CHP02122	Liver meridian	Meridian tropism	12	7
CHP02122	Cold therapeutic	Therapeutic nature	6	17
CHP02123	Pungent medicinal	Medicinal flavor	14	4
CHP02123	Bitter medicinal	Medicinal flavor	10	13
CHP02123	Lung meridian	Meridian tropism	5	8
CHP02123	Liver meridian	Meridian tropism	12	7
CHP02123	Cool therapeutic	Therapeutic nature	15	11
CHP02124	Bitter medicinal	Medicinal flavor	10	13
CHP02124	Lung meridian	Meridian tropism	5	8
CHP02124	Heart meridian	Meridian tropism	9	21
CHP02124	Cold therapeutic	Therapeutic nature	6	17
CHP02125	Bitter medicinal	Medicinal flavor	10	13
CHP02125	Cold therapeutic	Therapeutic nature	6	17
CHP02126	Bitter medicinal	Medicinal flavor	10	13
CHP02126	Cold therapeutic	Therapeutic nature	6	17
CHP02127	Bitter medicinal	Medicinal flavor	10	13
CHP02127	Large intestine meridian	Meridian tropism	2	9
CHP02127	Lung meridian	Meridian tropism	5	8
CHP02127	Cold therapeutic	Therapeutic nature	6	17
CHP02128	Sweet medicinal	Medicinal flavor	13	19
CHP02128	Bitter medicinal	Medicinal flavor	10	13
CHP02128	Large intestine meridian	Meridian tropism	2	9
CHP02128	Stomach meridian	Meridian tropism	8	3
CHP02128	Spleen meridian	Meridian tropism	19	5
CHP02128	Neutral therapeutic	Therapeutic nature	16	15
CHP02129	Pungent medicinal	Medicinal flavor	14	4
CHP02129	Bitter medicinal	Medicinal flavor	10	13
CHP02129	Stomach meridian	Meridian tropism	8	3
CHP02129	Lung meridian	Meridian tropism	5	8
CHP02129	Liver meridian	Meridian tropism	12	7
CHP02129	Cold therapeutic	Therapeutic nature	6	17
CHP02130	Bitter medicinal	Medicinal flavor	10	13
CHP02130	Astringent medicinal	Medicinal flavor	17	18
CHP02130	Neutral therapeutic	Therapeutic nature	16	15
CHP02131	Bitter medicinal	Medicinal flavor	10	13
CHP02131	Spleen meridian	Meridian tropism	19	5
CHP02131	Liver meridian	Meridian tropism	12	7
CHP02131	Cold therapeutic	Therapeutic nature	6	17
CHP02132	Pungent medicinal	Medicinal flavor	14	4
CHP02132	Bitter medicinal	Medicinal flavor	10	13
CHP02132	Lung meridian	Meridian tropism	5	8
CHP02132	Warm therapeutic	Therapeutic nature	18	6
CHP02133	Pungent medicinal	Medicinal flavor	14	4
CHP02133	Bitter medicinal	Medicinal flavor	10	13
CHP02133	Stomach meridian	Meridian tropism	8	3
CHP02133	Spleen meridian	Meridian tropism	19	5
CHP02133	Hot therapeutic	Therapeutic nature	22	2
CHP02134	Sweet medicinal	Medicinal flavor	13	19
CHP02134	Cold therapeutic	Therapeutic nature	6	17
CHP02135	Bitter medicinal	Medicinal flavor	10	13
CHP02135	Stomach meridian	Meridian tropism	8	3
CHP02135	Liver meridian	Meridian tropism	12	7
CHP02135	Heart meridian	Meridian tropism	9	21
CHP02135	Cold therapeutic	Therapeutic nature	6	17
CHP02136	Bitter medicinal	Medicinal flavor	10	13
CHP02136	Liver meridian	Meridian tropism	12	7
CHP02136	Cool therapeutic	Therapeutic nature	15	11
CHP02137	Bitter medicinal	Medicinal flavor	10	13
CHP02137	Stomach meridian	Meridian tropism	8	3
CHP02137	Lung meridian	Meridian tropism	5	8
CHP02137	Liver meridian	Meridian tropism	12	7
CHP02137	Cold therapeutic	Therapeutic nature	6	17
CHP02138	Pungent medicinal	Medicinal flavor	14	4
CHP02138	Bitter medicinal	Medicinal flavor	10	13
CHP02138	Liver meridian	Meridian tropism	12	7
CHP02138	Kidney meridian	Meridian tropism	21	10
CHP02138	Warm therapeutic	Therapeutic nature	18	6
CHP02139	Sour medicinal	Medicinal flavor	20	20
CHP02139	Bitter medicinal	Medicinal flavor	10	13
CHP02139	Cold therapeutic	Therapeutic nature	6	17
CHP02140	Bitter medicinal	Medicinal flavor	10	13
CHP02140	Lung meridian	Meridian tropism	5	8
CHP02140	Liver meridian	Meridian tropism	12	7
CHP02140	Kidney meridian	Meridian tropism	21	10
CHP02140	Cold therapeutic	Therapeutic nature	6	17
CHP02141	Sour medicinal	Medicinal flavor	20	20
CHP02141	Spleen meridian	Meridian tropism	19	5
CHP02141	Liver meridian	Meridian tropism	12	7
CHP02141	Neutral therapeutic	Therapeutic nature	16	15
CHP02142	Bitter medicinal	Medicinal flavor	10	13
CHP02142	Lung meridian	Meridian tropism	5	8
CHP02142	Heart meridian	Meridian tropism	9	21
CHP02142	Cold therapeutic	Therapeutic nature	6	17
CHP02143	Bitter medicinal	Medicinal flavor	10	13
CHP02143	Spleen meridian	Meridian tropism	19	5
CHP02143	Liver meridian	Meridian tropism	12	7
CHP02143	Heart meridian	Meridian tropism	9	21
CHP02143	Cold therapeutic	Therapeutic nature	6	17
CHP02144	Bitter medicinal	Medicinal flavor	10	13
CHP02144	Bladder meridian	Meridian tropism	7	12
CHP02144	Cool therapeutic	Therapeutic nature	15	11
CHP02145	Bitter medicinal	Medicinal flavor	10	13
CHP02145	Liver meridian	Meridian tropism	12	7
CHP02145	Kidney meridian	Meridian tropism	21	10
CHP02145	Cold therapeutic	Therapeutic nature	6	17
CHP02146	Bitter medicinal	Medicinal flavor	10	13
CHP02146	Liver meridian	Meridian tropism	12	7
CHP02146	Heart meridian	Meridian tropism	9	21
CHP02146	Cold therapeutic	Therapeutic nature	6	17
CHP02147	Bitter medicinal	Medicinal flavor	10	13
CHP02147	Astringent medicinal	Medicinal flavor	17	18
CHP02147	Large intestine meridian	Meridian tropism	2	9
CHP02147	Lung meridian	Meridian tropism	5	8
CHP02147	Heart meridian	Meridian tropism	9	21
CHP02147	Neutral therapeutic	Therapeutic nature	16	15
CHP02148	Bitter medicinal	Medicinal flavor	10	13
CHP02148	Astringent medicinal	Medicinal flavor	17	18
CHP02148	Spleen meridian	Meridian tropism	19	5
CHP02148	Liver meridian	Meridian tropism	12	7
CHP02148	Neutral therapeutic	Therapeutic nature	16	15
CHP02149	Bitter medicinal	Medicinal flavor	10	13
CHP02149	Spleen meridian	Meridian tropism	19	5
CHP02149	Liver meridian	Meridian tropism	12	7
CHP02149	Neutral therapeutic	Therapeutic nature	16	15
CHP02150	Pungent medicinal	Medicinal flavor	14	4
CHP02150	Cool therapeutic	Therapeutic nature	15	11
CHP02151	Bitter medicinal	Medicinal flavor	10	13
CHP02151	Liver meridian	Meridian tropism	12	7
CHP02151	Cool therapeutic	Therapeutic nature	15	11
CHP02152	Bitter medicinal	Medicinal flavor	10	13
CHP02152	Cool therapeutic	Therapeutic nature	15	11
CHP02153	Bitter medicinal	Medicinal flavor	10	13
CHP02153	Cool therapeutic	Therapeutic nature	15	11
CHP02154	Bitter medicinal	Medicinal flavor	10	13
CHP02154	Liver meridian	Meridian tropism	12	7
CHP02154	Cold therapeutic	Therapeutic nature	6	17
CHP02155	Pungent medicinal	Medicinal flavor	14	4
CHP02155	Bitter medicinal	Medicinal flavor	10	13
CHP02155	Lung meridian	Meridian tropism	5	8
CHP02155	Warm therapeutic	Therapeutic nature	18	6
CHP02156	Salty medicinal	Medicinal flavor	23	16
CHP02156	Warm therapeutic	Therapeutic nature	18	6
CHP02157	Liver meridian	Meridian tropism	12	7
CHP02157	Heart meridian	Meridian tropism	9	21
CHP02157	Cold therapeutic	Therapeutic nature	6	17
CHP02158	Bitter medicinal	Medicinal flavor	10	13
CHP02158	Small intestine meridian	Meridian tropism	3	22
CHP02158	Large intestine meridian	Meridian tropism	2	9
CHP02158	Lung meridian	Meridian tropism	5	8
CHP02158	Heart meridian	Meridian tropism	9	21
CHP02158	Cold therapeutic	Therapeutic nature	6	17
CHP02159	Sweet medicinal	Medicinal flavor	13	19
CHP02159	Bitter medicinal	Medicinal flavor	10	13
CHP02159	Astringent medicinal	Medicinal flavor	17	18
CHP02159	Warm therapeutic	Therapeutic nature	18	6
CHP02160	Pungent medicinal	Medicinal flavor	14	4
CHP02160	Bitter medicinal	Medicinal flavor	10	13
CHP02160	Cold therapeutic	Therapeutic nature	6	17
CHP02161	Pungent medicinal	Medicinal flavor	14	4
CHP02161	Bitter medicinal	Medicinal flavor	10	13
CHP02161	Spleen meridian	Meridian tropism	19	5
CHP02161	Liver meridian	Meridian tropism	12	7
CHP02161	Kidney meridian	Meridian tropism	21	10
CHP02161	Warm therapeutic	Therapeutic nature	18	6
CHP02162	Pungent medicinal	Medicinal flavor	14	4
